CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
no_checking,11,credits_paid_to_date,furniture,2187,less_100,1_to_4,3,female,none,2,real_estate,33,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,36,outstanding_credit,appliances,5495,unknown,greater_7,5,female,none,3,unknown,49,none,own,2,skilled,2,yes,yes,Risk
no_checking,8,prior_payments_delayed,radio_tv,2254,100_to_500,greater_7,4,male,none,4,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,Risk
less_0,8,prior_payments_delayed,furniture,1832,less_100,4_to_7,3,male,none,3,real_estate,31,none,rent,1,skilled,1,none,yes,No Risk
no_checking,27,outstanding_credit,radio_tv,2996,unknown,4_to_7,4,male,none,3,savings_insurance,36,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,15,credits_paid_to_date,furniture,3322,100_to_500,4_to_7,3,female,none,2,car_other,34,none,own,2,skilled,1,yes,yes,No Risk
no_checking,9,credits_paid_to_date,car_new,1884,less_100,less_1,2,female,none,3,savings_insurance,27,stores,own,1,unskilled,1,yes,yes,No Risk
less_0,10,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
greater_200,33,prior_payments_delayed,furniture,1231,100_to_500,1_to_4,3,male,none,2,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,business,6453,greater_1000,greater_7,4,male,none,3,car_other,48,none,own,2,skilled,1,none,yes,Risk
no_checking,27,prior_payments_delayed,furniture,7158,100_to_500,greater_7,5,male,none,3,car_other,37,stores,own,2,unskilled,1,none,yes,No Risk
0_to_200,31,outstanding_credit,furniture,5702,100_to_500,greater_7,3,female,none,4,unknown,47,none,own,2,skilled,1,yes,yes,Risk
0_to_200,14,credits_paid_to_date,car_new,2886,100_to_500,unemployed,1,male,none,1,savings_insurance,29,stores,own,1,skilled,1,none,yes,No Risk
less_0,15,prior_payments_delayed,furniture,2746,500_to_1000,greater_7,3,male,none,1,car_other,41,stores,own,2,skilled,1,none,yes,No Risk
no_checking,9,prior_payments_delayed,radio_tv,3533,greater_1000,greater_7,3,male,none,4,car_other,38,none,own,1,skilled,1,none,yes,No Risk
0_to_200,17,prior_payments_delayed,furniture,2292,100_to_500,1_to_4,3,male,none,3,car_other,36,none,own,2,management_self-employed,1,none,yes,Risk
0_to_200,4,all_credits_paid_back,car_new,250,100_to_500,less_1,2,female,none,3,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk
0_to_200,16,prior_payments_delayed,radio_tv,2208,less_100,greater_7,4,female,none,3,car_other,43,none,free,2,skilled,1,yes,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,1,female,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes,No Risk
less_0,15,credits_paid_to_date,car_new,3012,less_100,1_to_4,2,male,none,1,real_estate,27,none,own,1,skilled,1,none,yes,No Risk
no_checking,8,prior_payments_delayed,furniture,1073,unknown,4_to_7,3,male,none,3,car_other,46,none,own,1,skilled,1,yes,yes,No Risk
no_checking,27,prior_payments_delayed,appliances,4164,100_to_500,4_to_7,3,female,none,4,savings_insurance,54,none,own,1,skilled,1,none,yes,No Risk
no_checking,29,outstanding_credit,repairs,4794,500_to_1000,4_to_7,4,male,none,3,unknown,30,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,14,credits_paid_to_date,vacation,2511,100_to_500,1_to_4,2,female,none,1,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
0_to_200,20,prior_payments_delayed,radio_tv,3424,greater_1000,1_to_4,2,male,none,3,unknown,27,none,own,1,skilled,1,yes,yes,No Risk
no_checking,44,outstanding_credit,appliances,7532,greater_1000,greater_7,4,male,co-applicant,3,unknown,47,none,own,2,skilled,1,none,yes,Risk
no_checking,41,credits_paid_to_date,appliances,2901,100_to_500,4_to_7,4,female,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk
no_checking,36,outstanding_credit,repairs,5673,unknown,greater_7,5,male,none,4,unknown,48,none,own,2,skilled,1,none,yes,Risk
greater_200,17,credits_paid_to_date,car_new,250,greater_1000,less_1,1,male,co-applicant,2,real_estate,40,none,own,1,skilled,1,yes,yes,No Risk
less_0,14,all_credits_paid_back,car_used,1543,less_100,less_1,2,female,none,2,real_estate,21,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,4,all_credits_paid_back,car_used,1008,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk
less_0,11,prior_payments_delayed,furniture,1546,500_to_1000,4_to_7,3,male,none,3,savings_insurance,28,none,own,2,skilled,1,yes,yes,Risk
no_checking,10,credits_paid_to_date,car_used,5056,less_100,4_to_7,3,male,none,3,savings_insurance,47,none,own,3,skilled,1,yes,yes,Risk
no_checking,28,outstanding_credit,car_used,4926,500_to_1000,1_to_4,3,male,none,3,savings_insurance,38,none,own,2,skilled,2,yes,no,Risk
0_to_200,44,prior_payments_delayed,appliances,5045,unknown,greater_7,4,male,guarantor,4,unknown,36,stores,free,2,unskilled,1,yes,yes,No Risk
no_checking,26,prior_payments_delayed,education,5740,100_to_500,4_to_7,4,female,none,4,car_other,43,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,36,prior_payments_delayed,other,3114,unknown,4_to_7,3,male,none,4,savings_insurance,27,bank,own,1,unemployed,1,none,yes,No Risk
less_0,26,credits_paid_to_date,car_used,3243,less_100,1_to_4,3,male,none,3,car_other,36,none,own,1,skilled,1,none,yes,Risk
less_0,8,all_credits_paid_back,car_used,250,100_to_500,unemployed,1,male,none,2,real_estate,20,bank,rent,1,unemployed,1,none,yes,No Risk
0_to_200,15,prior_payments_delayed,vacation,5913,less_100,1_to_4,4,male,none,2,unknown,40,none,own,2,management_self-employed,1,none,yes,Risk
no_checking,29,outstanding_credit,appliances,6238,500_to_1000,4_to_7,3,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,Risk
less_0,11,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,16,prior_payments_delayed,appliances,250,less_100,4_to_7,1,male,none,2,savings_insurance,22,stores,own,1,unskilled,1,none,yes,Risk
less_0,13,all_credits_paid_back,car_new,393,less_100,4_to_7,3,male,none,2,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
less_0,7,all_credits_paid_back,car_used,250,less_100,less_1,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
no_checking,29,prior_payments_delayed,car_used,8862,unknown,greater_7,5,male,co-applicant,5,unknown,53,none,free,3,skilled,2,yes,yes,Risk
less_0,12,all_credits_paid_back,furniture,250,less_100,1_to_4,1,female,none,1,real_estate,25,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,16,credits_paid_to_date,furniture,3881,less_100,less_1,2,female,co-applicant,3,savings_insurance,43,none,own,1,skilled,1,yes,yes,Risk
0_to_200,4,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk
less_0,10,credits_paid_to_date,car_used,652,less_100,4_to_7,2,male,none,1,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,32,credits_paid_to_date,car_used,2703,100_to_500,4_to_7,4,male,none,4,car_other,31,bank,own,1,unemployed,1,yes,yes,No Risk
less_0,13,all_credits_paid_back,car_used,1820,100_to_500,unemployed,2,female,none,3,car_other,28,none,rent,2,skilled,2,none,yes,No Risk
no_checking,25,prior_payments_delayed,radio_tv,1668,100_to_500,4_to_7,3,female,none,4,savings_insurance,49,none,free,1,skilled,1,yes,yes,Risk
no_checking,40,prior_payments_delayed,appliances,7301,greater_1000,greater_7,5,male,co-applicant,4,savings_insurance,48,none,free,3,skilled,2,yes,yes,Risk
no_checking,41,outstanding_credit,repairs,3423,unknown,greater_7,5,male,none,5,savings_insurance,56,none,free,2,skilled,1,yes,yes,Risk
no_checking,30,prior_payments_delayed,appliances,6703,unknown,greater_7,4,male,none,3,car_other,54,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,22,credits_paid_to_date,repairs,812,less_100,4_to_7,3,male,none,2,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk
0_to_200,13,prior_payments_delayed,furniture,2735,500_to_1000,4_to_7,2,female,none,3,savings_insurance,45,stores,rent,2,skilled,1,none,yes,Risk
less_0,28,credits_paid_to_date,radio_tv,530,less_100,1_to_4,2,male,none,2,real_estate,32,stores,own,1,skilled,1,none,yes,No Risk
less_0,17,credits_paid_to_date,retraining,2119,less_100,1_to_4,3,female,none,2,savings_insurance,23,bank,rent,1,unskilled,1,none,yes,No Risk
no_checking,26,outstanding_credit,furniture,3573,greater_1000,greater_7,5,female,none,5,car_other,39,none,own,2,skilled,1,none,yes,Risk
no_checking,25,prior_payments_delayed,education,6921,greater_1000,greater_7,4,male,none,3,unknown,50,none,own,3,skilled,2,yes,yes,Risk
0_to_200,4,credits_paid_to_date,car_new,1652,500_to_1000,1_to_4,3,male,none,3,savings_insurance,28,none,rent,1,skilled,2,none,yes,No Risk
less_0,23,prior_payments_delayed,furniture,3379,less_100,greater_7,4,male,none,2,car_other,42,none,own,1,skilled,1,none,yes,No Risk
no_checking,17,credits_paid_to_date,car_new,2720,100_to_500,1_to_4,3,male,none,4,savings_insurance,34,none,rent,1,management_self-employed,1,none,yes,No Risk
less_0,20,prior_payments_delayed,retraining,2305,less_100,greater_7,4,female,none,3,car_other,45,none,own,2,skilled,1,yes,no,Risk
less_0,14,prior_payments_delayed,repairs,250,less_100,unemployed,1,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk
greater_200,24,credits_paid_to_date,furniture,3428,500_to_1000,4_to_7,4,male,none,4,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,2,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk
no_checking,40,prior_payments_delayed,vacation,5585,500_to_1000,4_to_7,5,male,none,4,car_other,42,none,own,2,skilled,1,yes,yes,No Risk
less_0,17,prior_payments_delayed,car_new,3366,less_100,1_to_4,2,female,none,2,car_other,31,stores,own,1,skilled,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,car_used,7192,100_to_500,1_to_4,3,male,none,3,car_other,50,stores,own,2,unskilled,1,yes,yes,No Risk
no_checking,27,prior_payments_delayed,appliances,6932,100_to_500,4_to_7,5,female,none,4,car_other,35,none,own,1,management_self-employed,1,yes,yes,Risk
no_checking,33,prior_payments_delayed,furniture,4603,500_to_1000,greater_7,4,male,none,3,unknown,59,none,own,2,skilled,1,yes,yes,Risk
no_checking,19,credits_paid_to_date,car_new,1005,500_to_1000,1_to_4,2,female,none,3,real_estate,33,bank,own,1,unskilled,1,yes,yes,No Risk
0_to_200,15,credits_paid_to_date,furniture,3481,500_to_1000,1_to_4,2,male,none,3,car_other,43,none,own,1,skilled,2,yes,yes,No Risk
no_checking,21,credits_paid_to_date,retraining,4789,100_to_500,greater_7,3,male,none,4,savings_insurance,43,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,32,outstanding_credit,vacation,6483,500_to_1000,4_to_7,3,female,none,4,unknown,44,none,own,2,skilled,1,yes,yes,Risk
greater_200,22,credits_paid_to_date,car_used,250,less_100,1_to_4,3,female,none,3,real_estate,37,none,own,1,skilled,1,none,yes,No Risk
less_0,9,no_credits,car_new,438,less_100,unemployed,1,male,co-applicant,2,savings_insurance,30,stores,own,2,unskilled,1,none,yes,No Risk
less_0,11,all_credits_paid_back,furniture,850,less_100,less_1,2,male,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,28,prior_payments_delayed,car_used,4649,100_to_500,4_to_7,4,female,none,3,savings_insurance,44,none,own,2,skilled,1,none,yes,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,2,real_estate,19,stores,rent,2,unskilled,1,none,yes,Risk
no_checking,30,prior_payments_delayed,car_used,5241,100_to_500,1_to_4,2,male,none,3,savings_insurance,37,none,own,1,skilled,2,yes,yes,Risk
0_to_200,42,prior_payments_delayed,repairs,1420,500_to_1000,greater_7,3,female,none,2,car_other,26,stores,own,1,unskilled,1,none,yes,No Risk
greater_200,21,credits_paid_to_date,car_used,3170,greater_1000,greater_7,3,male,none,2,savings_insurance,41,none,rent,1,skilled,1,none,yes,Risk
0_to_200,28,credits_paid_to_date,radio_tv,337,100_to_500,less_1,1,female,none,2,car_other,21,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,21,credits_paid_to_date,car_new,2638,less_100,1_to_4,3,male,none,3,savings_insurance,27,none,own,2,skilled,1,yes,yes,Risk
no_checking,30,prior_payments_delayed,radio_tv,9560,100_to_500,4_to_7,3,male,co-applicant,3,unknown,39,none,free,2,skilled,1,none,yes,Risk
0_to_200,18,prior_payments_delayed,radio_tv,4560,500_to_1000,1_to_4,3,male,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
no_checking,45,prior_payments_delayed,other,6580,500_to_1000,4_to_7,4,male,none,4,car_other,32,none,own,1,skilled,1,yes,yes,No Risk
less_0,20,prior_payments_delayed,radio_tv,1023,100_to_500,greater_7,3,male,none,2,savings_insurance,33,none,rent,2,skilled,1,none,yes,No Risk
0_to_200,4,all_credits_paid_back,car_new,332,less_100,1_to_4,2,male,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk
less_0,13,prior_payments_delayed,furniture,690,less_100,1_to_4,3,male,none,3,savings_insurance,27,none,own,1,skilled,2,yes,yes,No Risk
less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,none,1,real_estate,20,none,rent,2,skilled,1,none,yes,No Risk
no_checking,44,prior_payments_delayed,radio_tv,5275,unknown,greater_7,5,male,co-applicant,5,unknown,53,none,free,2,skilled,2,yes,yes,Risk
no_checking,48,outstanding_credit,other,8310,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,36,none,free,2,skilled,2,yes,yes,Risk
0_to_200,19,prior_payments_delayed,retraining,3944,100_to_500,1_to_4,2,female,none,2,car_other,43,none,own,2,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,education,250,100_to_500,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,26,credits_paid_to_date,retraining,2987,100_to_500,less_1,2,female,none,2,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk
no_checking,39,prior_payments_delayed,repairs,6418,500_to_1000,4_to_7,5,male,none,4,car_other,43,none,free,2,management_self-employed,1,yes,no,No Risk
less_0,6,prior_payments_delayed,car_new,1918,less_100,less_1,2,male,none,1,car_other,19,none,own,1,skilled,1,none,yes,Risk
no_checking,31,prior_payments_delayed,business,6811,100_to_500,1_to_4,3,male,none,4,savings_insurance,56,none,own,2,management_self-employed,2,yes,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,2,car_other,31,none,own,1,skilled,1,yes,yes,No Risk
no_checking,40,prior_payments_delayed,vacation,6795,greater_1000,4_to_7,3,female,co-applicant,2,unknown,40,bank,own,2,unskilled,2,yes,yes,Risk
0_to_200,33,outstanding_credit,vacation,1006,500_to_1000,4_to_7,4,male,none,3,car_other,26,none,own,2,skilled,1,none,yes,No Risk
less_0,20,credits_paid_to_date,car_used,4042,500_to_1000,4_to_7,3,male,co-applicant,2,car_other,40,none,own,1,skilled,1,yes,yes,Risk
0_to_200,17,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,real_estate,27,none,own,1,skilled,1,none,yes,No Risk
0_to_200,25,credits_paid_to_date,retraining,4411,less_100,4_to_7,2,male,none,1,savings_insurance,35,stores,own,2,skilled,1,none,yes,No Risk
no_checking,12,credits_paid_to_date,car_new,484,100_to_500,less_1,2,female,none,2,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
less_0,12,all_credits_paid_back,car_new,536,less_100,1_to_4,2,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
less_0,12,all_credits_paid_back,car_new,250,500_to_1000,1_to_4,1,male,none,2,real_estate,29,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,23,outstanding_credit,appliances,2649,500_to_1000,1_to_4,2,male,none,2,car_other,32,none,own,2,skilled,1,none,yes,Risk
less_0,22,prior_payments_delayed,furniture,1779,greater_1000,greater_7,3,male,none,3,car_other,31,stores,own,2,skilled,2,yes,yes,Risk
0_to_200,17,prior_payments_delayed,radio_tv,2164,100_to_500,less_1,2,male,none,3,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes,No Risk
0_to_200,12,credits_paid_to_date,car_new,296,500_to_1000,1_to_4,2,male,none,2,savings_insurance,21,none,own,3,skilled,1,none,yes,No Risk
greater_200,21,credits_paid_to_date,radio_tv,4722,less_100,4_to_7,3,female,none,3,car_other,44,none,own,2,skilled,1,none,yes,Risk
less_0,7,all_credits_paid_back,car_used,779,100_to_500,less_1,1,female,none,2,real_estate,28,none,own,2,skilled,1,none,yes,No Risk
no_checking,50,outstanding_credit,appliances,10184,greater_1000,greater_7,5,male,co-applicant,5,unknown,53,none,own,3,skilled,2,yes,yes,Risk
less_0,15,credits_paid_to_date,car_used,250,500_to_1000,4_to_7,3,male,none,1,savings_insurance,28,none,rent,1,skilled,1,none,yes,No Risk
no_checking,32,outstanding_credit,repairs,6169,unknown,greater_7,5,female,co-applicant,5,unknown,47,stores,own,3,unskilled,2,yes,yes,Risk
no_checking,19,outstanding_credit,retraining,8121,100_to_500,4_to_7,4,male,none,3,unknown,38,stores,own,1,unskilled,1,none,yes,Risk
0_to_200,30,credits_paid_to_date,education,2875,less_100,1_to_4,2,male,none,3,real_estate,33,none,own,2,skilled,1,yes,yes,No Risk
less_0,4,credits_paid_to_date,car_new,2890,less_100,1_to_4,2,female,none,2,real_estate,26,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,28,prior_payments_delayed,other,6675,100_to_500,greater_7,4,female,none,3,car_other,47,none,free,2,skilled,1,none,yes,No Risk
no_checking,33,prior_payments_delayed,furniture,5692,500_to_1000,1_to_4,4,female,none,3,unknown,38,bank,own,2,unemployed,1,yes,yes,No Risk
no_checking,24,prior_payments_delayed,radio_tv,6302,100_to_500,less_1,4,female,co-applicant,3,savings_insurance,45,none,own,1,skilled,1,none,yes,No Risk
less_0,13,prior_payments_delayed,car_used,2458,less_100,less_1,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
less_0,9,prior_payments_delayed,car_new,4609,less_100,1_to_4,3,male,none,2,savings_insurance,36,none,rent,1,skilled,2,none,yes,No Risk
less_0,12,prior_payments_delayed,car_new,4304,500_to_1000,greater_7,2,female,none,3,unknown,24,stores,rent,1,skilled,2,none,yes,No Risk
0_to_200,29,credits_paid_to_date,furniture,2642,less_100,1_to_4,2,female,none,3,savings_insurance,41,none,rent,2,skilled,1,yes,yes,Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,28,outstanding_credit,business,6891,500_to_1000,4_to_7,3,female,none,4,unknown,48,none,own,2,skilled,2,yes,yes,Risk
less_0,8,prior_payments_delayed,car_new,368,less_100,less_1,2,female,none,2,real_estate,29,none,rent,1,skilled,1,none,yes,No Risk
greater_200,19,credits_paid_to_date,retraining,5242,100_to_500,1_to_4,2,male,none,1,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
less_0,12,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,31,prior_payments_delayed,appliances,5060,100_to_500,4_to_7,3,male,none,3,unknown,50,none,own,2,management_self-employed,1,yes,yes,No Risk
